OPPORTUNITY LINK,OPPORTUNITY TITLE,Status,"Private, Local, State, or Federal",AGENCY NAME,ESTIMATED FUNDING,EXPECTED NUMBER OF AWARDS,GRANTOR CONTACT,AGENCY CONTACT PHONE,DUE DATE,Instrument Type,Immigration Status Requirements,Description,Demographic Eligibility,Other Eligibility Requirements,COVID Specific,Location Eligibility
PA-20-151,Eradication of HIV-1 from Central Nervous system Reservoirs (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,05/07/2023,Grant,,,,,,
PAR-20-217,NCCIH Natural Product Early Phase Clinical Trial Award (R33 Clinical Trial Required),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,05/07/2023,Grant,,,,,,
PAR-20-218,NCCIH Natural Product Early Phase Clinical Trial Phased Innovation Award (R61/R33 Clinical Trial Required),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,05/07/2023,Grant,,,,,,
RFA-MH-20-510,Laboratories to Optimize Digital Health (R01 Clinical Trial Required),Available,Federal,National Institutes of Health,2250000,3,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,03/02/2022,Grant,,,,,,
PAR-20-211,"Mid-Career Enhancement Awards to Integrate Basic Behavioral, Biomedical, and/or Social Scientific Processes (K18 No Independent Clinical Trials)",Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,03/17/2023,Grant,,,,,,
PAR-20-223,"Enhancing Science, Technology, EnginEering, and Math Educational Diversity (ESTEEMED) Research Education Experiences (R25)",Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,06/24/2022,Grant,,,,,,
PAR-20-225,Avenir Award Program for Genetics or Epigenetics of Substance Use Disorders (DP1 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,10/19/2022,Grant,,,,,,
RFA-HG-20-037,Advancing Genomic Medicine Research (Clinical Trial Optional) (R21),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,03/13/2023,Grant,,,,,,
RFA-HG-20-036,Advancing Genomic Medicine Research (Clinical Trial Optional) (R01),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,03/13/2023,Grant,,,,,,
PAR-20-228,Pilot Projects Increasing the Impact of the NIH Centers for Advancing Research on Botanicals and Other Natural Products (PI2 CARBON) (R03 Clinical Trials Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,10/14/2022,Grant,,,,,,
PAR-20-230,Center for Inherited Disease Research (CIDR) High Throughput Sequencing and Genotyping Resource Access (X01),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,07/08/2023,Grant,,,,,,
PAR-20-235,Behavioral Tasks Targeting Brain Systems Relevant to Anhedonia (R01 Basic Experimental Studies with Humans Required),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,09/07/2023,Grant,,,,,,
PAR-20-232,Enabling Technologies to Accelerate Development of Oral Biodevices (R21 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,05/07/2023,Grant,,,,,,
PAR-20-233,Enabling Technologies to Accelerate Development of Oral Biodevices (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,05/07/2023,Grant,,,,,,
PAR-20-231,HIV/AIDS Scholars Using Nonhuman Primate (NHP) Models Program (K01 Independent Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,09/07/2022,Grant,,,,,,
PAR-20-212,Early Stage Investigator HIV/AIDS Research Using Nonhuman Primate (NHP) Models (R21 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,09/07/2022,Grant,,,,,,
PAR-20-244,Interactive Digital Media STEM Resources for Pre-College and Informal Science Education Audiences (SBIR) (R43/R44 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,09/02/2022,Grant,,,,,,
PAR-20-239,Interactive Digital Media STEM Resources for Pre-College and Informal Science Education Audiences (STTR) (R41/R42  Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,09/02/2022,Grant,,,,,,
PAR-20-240,NIH Neuroscience Development for Advancing the Careers of a Diverse Research Workforce (R25 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,09/26/2022,Grant,,,,,,
RFA-EB-20-001,BRAIN Initiative: Proof of Concept Development of Early Stage Next Generation Human Brain Imaging (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,4000000,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,09/03/2021,Grant,,,,,,
PAR-20-250,NICHD Research Education Programs (R25 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,05/25/2022,Grant,,,,,,
PAR-20-043,Cancer Center Support Grants (CCSGs) for NCI-designated Cancer Centers (P30 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,09/25/2022,Grant,,,,,,
RFA-EB-20-002,"BRAIN Initiative:  Theories, Models and Methods for Analysis of Complex Data from the Brain (R01 Clinical Trial Not Allowed)",Available,Federal,National Institutes of Health,6000000,15,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,09/14/2021,Grant,,,,,,
PAR-20-249,NIDA Mentored Clinical Scientist Development Program Award in Substance Use and Substance Use Disorder Research (K12 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,11/15/2023,Grant,,,,,,
PAR-20-253,Countermeasures Against Chemical Threats (CounterACT) Exploratory/Developmental Projects (R21 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,05/30/2023,Grant,,,,,,
PAR-20-129,"SBIR/STTR Commercialization Readiness Pilot (CRP) Program Technical Assistance and Late Stage Development (SB1, Clinical Trial Not Allowed)",Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,04/05/2022,Grant,,,,,,
PAR-20-130,SBIR/STTR Commercialization Readiness Pilot (CRP) Program Technical Assistance and Late Stage Development (SB1 Clinical Trial Required),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,04/05/2022,Grant,,,,,,
PAR-20-128,"SBIR/STTR Commercialization Readiness Pilot (CRP) Program Technical Assistance (SB1, Clinical Trial Not Allowed)",Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,04/05/2022,Grant,,,,,,
PAR-20-266,Promoting Research on Music and Health: Phased Innovation Award for Music Interventions (R61/R33 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,06/19/2023,Grant,,,,,,
PAR-20-267,"NIDA Core ""Center of Excellence"" Grant Program (P30 Clinical Trial Optional)",Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,11/17/2022,Grant,,,,,,
PAR-20-271,"Assay development and screening for discovery of chemical probes, drugs or immunomodulators (R01 Clinical Trial Not Allowed)",Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2023,Grant,,,,,,
RFA-ES-20-015,NIEHS Research Intensive Short Courses and Educational Opportunities (NIEHS RISE) (R25 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,650000,3,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,11/28/2022,Grant,,,,,,
PAR-20-276,Secondary Analysis and Integration of Existing Data to Elucidate the Genetic Architecture of Cancer Risk and Related Outcomes (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,09/07/2022,Grant,,,,,,
PAR-20-277,Secondary Analysis and Integration of Existing Data to Elucidate the Genetic Architecture of Cancer Risk and Related Outcomes (R21 Clinical Trials Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,09/07/2022,Grant,,,,,,
PAR-20-282,Fertility Status as a Marker for Overall Health (R21 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,06/19/2023,Grant,,,,,,
PAR-20-281,Fertility Status as a Marker for Overall Health (R01 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,06/19/2023,Grant,,,,,,
PA-20-227,Administrative Supplement for Research on Dietary Supplements (Admin Supp-Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,04/15/2023,Grant,,,,,,
PAR-20-257,"Ethical, Legal and Social Implications (ELSI) Small Research Grant (R03) Clinical Trial Optional)",Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,07/19/2023,Grant,,,,,,
PAR-20-254,"Ethical, Legal and Social Implications (ELSI) (Research R01 Clinical Trial Optional)",Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,07/19/2023,Grant,,,,,,
PAR-20-255,"Ethical, Legal and Social Implications (ELSI) Exploratory/Developmental Research Grant (R21) (Clinical Trial Optional)",Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,07/19/2023,Grant,,,,,,
PA-20-252,Validation Studies of Analytical Methods for Dietary Supplement Constituents (Admin Supp - Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,04/15/2022,Grant,,,,,,
PAR-20-270,NIAID Clinical Trial Planning Grant (R34 Clinical Trials Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,05/12/2023,Grant,,,,,,
PAR-20-221,"NIDA Avant-Garde Award Program for HIV/AIDS and Substance Use Disorder Research (DP1, Clinical Trial Optional)",Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,08/15/2022,Grant,,,,,,
RFA-NS-21-001,NINDS Morris K. Udall Centers of Excellence for Parkinson's Disease Research (P50 Clinical Trial Optional),Available,Federal,National Institutes of Health,6750000,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,09/26/2022,Grant,,,,,,
PAR-18-812,Occupational Safety and Health Research (R01),Available,Federal,Centers for Disease Control and Prevention - ERA,2000000,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,11/17/2023,Grant,,,,,,
PAR-20-169,National Centers for Biomedical Imaging and Bioengineering (NCBIB) (P41 Clinical Trials Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,05/07/2023,Grant,,,,,,
PAR-20-224,Avenir Award Program for Research on Substance Use Disorders and HIV/AIDS (DP2 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,08/15/2022,Grant,,,,,,
RFA-OD-20-005,Transformative Research Award for the INCLUDE (Investigation of Co-occurring Conditions across the Lifespan to Understand Down syndrome) Project (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,11/03/2021,Grant,,,,,,
PAR-20-226,"Mid-Career Enhancement Awards to Integrate Basic Behavioral, Biomedical, and/or Social Scientific Processes (K18 Basic Experimental Studies with Humans Required)",Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,03/17/2023,Grant,,,,,,
RFA-MH-20-600,BRAIN Initiative: Data Archives for the BRAIN Initiative (R24 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,07/14/2023,Grant,,,,,,
PAR-20-264,Cellular and Molecular Biology of Complex Brain Disorders (R21 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,09/07/2023,Grant,,,,,,
PAR-20-263,Cellular and Molecular Biology of Complex Brain Disorders (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,09/07/2023,Grant,,,,,,
RFA-AG-21-021,Paul B. Beeson Emerging Leaders Career Development Award in Aging (K76 Clinical Trial Required),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,10/21/2022,Grant,,,,,,
PAR-20-284,Innovative Research in Cancer Nanotechnology (IRCN) (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,05/04/2023,Grant,,,,,,
RFA-AG-21-020,Paul B. Beeson Emerging Leaders Career Development Award in Aging (K76 Independent Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,10/21/2022,Grant,,,,,,
PAR-20-259,NIAID New Innovators Awards (DP2 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,10/14/2022,Grant,,,,,,
PAR-20-214,Research to Improve Native American Health (R21 Clinical Trials Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,09/07/2023,Grant,,,,,,
PAR-20-238,Intervention Research to Improve Native American Health (R01 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,09/07/2023,Grant,,,,,,
PA-20-074,Disseminating and Implementing Patient-Centered Outcomes Research (PCOR) Evidence into Practice through Interoperable Clinical Decision Support,Available,Federal,Agency for Health Care Research and Quality,,,"Kathryn Marron, Ph.D. Receipt and Referral Officer Agency for Healthcare Research and Quality, HHS  Office: (301) 427-1554 Email: Kathryn.Marron@ahrq.hhs.gov
Kathryn.Marron@ahrq.hhs.gov",,01/25/2022,Grant,,,,,,
PAR-20-283,NLM Information Resource Grants to Reduce Health Disparities (G08 Clinical Trial Not Allowed).,Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,10/21/2022,Grant,,,,,,
PAR-20-258,Mentored Career Development Program (K01) for Early Stage Investigators Using Nonhuman Primate Research Models (K01 Independent Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/07/2023,Grant,,,,,,
PAR-20-274,"New Models of Integrated HIV/AIDS, Addiction, and Primary Care Services (R34 - Clinical Trial Optional )",Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,08/11/2023,Grant,,,,,,
PAR-20-273,"New Models of Integrated HIV/AIDS, Addiction, and Primary Care Services (R01 Clinical Trial Required)",Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,08/11/2023,Grant,,,,,,
PAR-20-292,NCI Clinical and Translational Exploratory/Developmental Studies  (R21 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,07/20/2022,Grant,,,,,,
RFA-DK-20-022,Toward ElucidAting MechanismS of HIV Pathogenesis within the Mission of the NIDDK (Pathogenesis TEAMS) (R01 Clinical Trial Optional),Available,Federal,National Institutes of Health,3000000,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,11/17/2021,Grant,,,,,,
NOT-NS-20-100,Notice of Intent to Publish a Funding Opportunity Announcement for Music and Health: Understanding And Developing  Music Medicine (R21),Available,Federal,National Institutes of Health,,,Robert Riddle,301 496 5745,,Grant,,,,,,
PA-20-196,NIH Exploratory/Developmental Research Grant Program (Parent R21 Basic Experimental Studies with Humans Required),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,05/07/2023,Grant,,,,,,
RFA-DK-20-023,Toward ElucidAting MechanismS Contributing to HIV Reservoirs in NIDDK-relevant Tissues (Cure TEAMS) (R01 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,11/17/2021,Grant,,,,,,
PAR-21-024,HIV Vaccine Research and Design (HIVRAD) Program (P01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,03/15/2023,Grant,,,,,,
PAR-20-303,Tobacco Control Policies to Promote Health Equity (R21 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,09/07/2023,Grant,,,,,,
PAR-20-302,Tobacco Control Policies to Promote Health Equity (R01 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,09/07/2023,Grant,,,,,,
PAR-20-298,Development of the Fetal Immune System (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,12/07/2023,Grant,,,,,,
PAR-20-296,Modules for Enhancing Biomedical Research Workforce Training (R25 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,06/19/2023,Grant,,,,,,
PAR-20-300,Translational Research in Maternal and Pediatric Pharmacology and Therapeutics (R01 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,12/09/2022,Grant,,,,,,
PAR-20-299,Translational Research in Maternal and Pediatric Pharmacology and Therapeutics (R21 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,12/09/2022,Grant,,,,,,
RFA-CA-20-051,Social and Behavioral Intervention Research to Address Modifiable Risk Factors for Cancer in Rural Populations (R01 Clinical Trial Required),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,01/18/2022,Grant,,,,,,
